mz_rt,weight,log2FC,tstat,pval,padj,abs_weight,neglog10_padj
787.6718106_639.1555,-0.0432167365444882,-0.7034810265474158,-2.69492261833727,0.0111236318199015,0.0673341513290539,0.0432167365444882,1.1717646092997247
734.6477302_756.1655,-0.0432134090545144,-2.300489100374935,-1.928808721050844,0.0626647815911721,0.2038771235178226,0.0432134090545144,0.6906315024580088
398.3276618_101.714,-0.0429624816915886,-0.3384356739608732,-2.818379208353043,0.0082093137138653,0.0568213282547934,0.0429624816915886,1.2454886184310165
400.334131_101.653,-0.0422455214407677,-0.6645676006936384,-2.0307795705470175,0.050655452088771,0.1770433127459028,0.0422455214407677,0.7519204727036788
870.7515554_809.419,0.042191715200464,0.3497461771214886,2.4816496302525057,0.0185181479659748,0.0958560649791327,0.042191715200464,1.018380403353055
426.3584758_146.053,-0.0417266829748804,-0.2374896650830698,-2.7026996706879127,0.0109147697236623,0.0673341513290539,0.0417266829748804,1.1717646092997247
871.6809131_774.201,0.0415779715728308,0.3723009517856831,2.1383324556910597,0.0402241545388591,0.1551817109531943,0.0415779715728308,0.8091594641354499
440.3748432_176.665,-0.0414181306448392,-0.4615005505318863,-2.664400143887232,0.0119797797383666,0.069592437313397,0.0414181306448392,1.1574379530836199
864.6390585_602.077,0.0411843581609913,0.4337243462333062,2.3639867548884137,0.0243157081215958,0.1100997379789403,0.0411843581609913,0.9582137145835232
662.5738611_669.7245,-0.04114536702305,-0.401017792793523,-2.6039591083101006,0.0138583023073923,0.0771955148182453,0.04114536702305,1.1124079321289406
822.7564423_838.9505,0.0410412988235424,0.7028914086223095,2.7655266149525835,0.0093565779308021,0.0606031561389571,0.0410412988235424,1.217504757714233
482.3255915_231.647,-0.0407395639700008,-0.3538067497640685,-2.6031126981547072,0.0138864453001659,0.0771955148182453,0.0407395639700008,1.1124079321289406
868.7414952_791.565,0.0400936266050049,0.5129628433355417,2.2801511543997597,0.0294038072479343,0.1265798043722052,0.0400936266050049,0.8976355798586395
550.3885165_228.6655,-0.0399765442936555,-0.3831829374178087,-2.3370024369126265,0.0258589136840322,0.1155467915248529,0.0399765442936555,0.9372421094007753
854.7337681_730.987,-0.0398806983198046,-1.315023339548376,-1.8371291575088065,0.0754935669600079,0.2297347339386447,0.0398806983198046,0.6387733382072939
918.7551158_790.1785,0.0394025664453956,0.4750063449004067,2.4123812179841857,0.0217559764355792,0.1037818875913443,0.0394025664453956,0.9838784345945523
830.7338001_822.5795,0.0391965001883776,0.3318368176207899,2.3189336426956193,0.0269412654722073,0.118878333896115,0.0391965001883776,0.9248972902658188
753.5904341_512.467,-0.0391706790311231,-0.530611255998719,-2.5708776906301467,0.0149983841824649,0.0820841800993819,0.0391706790311231,1.0857405354209708
412.343155_120.181,-0.0391303346987069,-0.3413823750563037,-2.7864980385505347,0.0088844951484944,0.0594272960925605,0.0391303346987069,1.2260140294388282
812.5229267_488.123,-0.0390432746005575,-0.2940401861122134,-2.280859213617051,0.0293570877848206,0.1265798043722052,0.0390432746005575,0.8976355798586395
875.7107876_807.964,-0.0387301231634927,-0.1441851805289166,-2.1475202270148355,0.039428289100252,0.152947099476802,0.0387301231634927,0.8154587546594522
924.79297_822.29,0.038633708435305,0.240321120671233,2.454379217172658,0.0197362412562692,0.0995270451923292,0.038633708435305,1.002058889286523
755.6051996_541.691,-0.0385322646053771,-0.275059078042173,-2.416539614446505,0.0215479004590409,0.1037818875913443,0.0385322646053771,0.9838784345945523
862.6277939_576.911,-0.0384247199691818,-0.5532363377320937,-1.9183885889913297,0.0640209956258398,0.2048121344041696,0.0384247199691818,0.6886443165015915
810.6827724_670.195,-0.0383951729818847,-0.2342506141855351,-2.8035298564936957,0.008517585265997,0.058067340545077,0.0383951729818847,1.2360680639795296
840.7315773_733.097,-0.0383241516899864,-0.2547809236453128,-3.7437116217351423,0.0007153336520656,0.0082791075140707,0.0383241516899864,2.0820164775394203
356.1476042_43.5911,0.0380278922313581,0.2597863614137795,2.260415487734901,0.0307332520371775,0.1299262032230378,0.0380278922313581,0.8863032525639355
876.782931_826.4425,0.0377771678535614,0.1509447271530141,1.6713539309107093,0.1044046380687378,0.2895445483008886,0.0377771678535614,0.5382846077816539
678.6790077_766.261,-0.037093898318039,-0.2003260919976986,-2.7380342450297466,0.0100109789455762,0.0636734336538451,0.037093898318039,1.196041729738651
847.6685109_648.562,-0.0369893240280731,-0.2201854262508779,-2.492317485410241,0.0180606804445756,0.0944506695842254,0.0369893240280731,1.0247949589099243
845.6655441_772.553,0.0368212931936312,0.4557559779813474,2.4347250673649024,0.0206590951806978,0.1027135295603707,0.0368212931936312,0.9883723467979538
394.2964868_75.6872,-0.0365298130840776,-0.2283707245578243,-1.9719172214513612,0.0573152493326672,0.1908705944757693,0.0365298130840776,0.719260973861881
